"Ps","Scanpath","Scanpath_complex","age","gender","alarm","fire","numeracy","baserate","baserate_avg","true_positive","true_positive_avg","false_alarm","false_alarm_avg","numerical_format","correctness","Wave","Correct_answer","Given_answer","Correct_answer_belief","Bias_GC","Bias_belief","Numeracy_cat"
"bebcaa8f9753a75e","ABABCEDEDECCCFEDEEDECCCFGGEDBBABDEFCHHHHHCCFECHABDEAAABCHCGFABDDDDHGFEDDEFEFCHGFDBDDEFFCBCHCFGHHHCFEDEFGBHHBDECCFHCFEDECHH","A:2395,B:134,A:748,B:650,C:646,E:49,D:1264,E:863,D:20516,E:134,C:49,C:316,C:84,F:130,E:132,D:7132,E:471,E:7178,D:215,E:200,C:67,C:296,C:6816,F:7684,G:262,G:9116,E:250,D:8331,B:217,B:697,A:1268,B:6647,D:4767,E:8716,F:247,C:5965,H:142,H:1199,H:1831,H:6849,H:13399,C:233,C:66,F:132,E:433,C:865,H:4364,A:448,B:798,D:1066,E:1749,A:449,A:65,A:350,B:2066,C:532,H:5034,C:134,G:664,F:2998,A:700,B:398,D:1916,D:4198,D:481,D:649,H:12295,G:2460,F:1679,E:49,D:265,D:552,E:1215,F:2214,E:1135,F:147,C:330,H:6465,G:433,F:6648,D:1882,B:531,D:349,D:7249,E:550,F:6197,F:384,C:682,B:2298,C:366,H:18031,C:13351,F:1581,G:384,H:113,H:131,H:8483,C:267,F:834,E:714,D:566,E:132,F:1117,G:1250,B:3049,H:9899,H:3702,B:498,D:767,E:114,C:315,C:516,F:2383,H:4564,C:299,F:1550,E:98,D:784,E:65,C:599,H:2998,H:2990",62,"f",3,2,4,0.27,0,0.27,0,0.27,0,"frequency","correct","1",0.2701,0.2701,0.2701,0,0,"high"
"bede4589da051f4b","BBAABDEFCCBCBABABDECHBBAHCCFFGCCGH","B:316,B:565,A:115,A:799,B:2283,D:615,E:597,F:132,C:164,C:1365,B:2216,C:1150,B:647,A:466,B:431,A:833,B:3199,D:483,E:381,C:2000,H:18116,B:2965,B:51,A:1814,H:7183,C:47,C:883,F:1081,F:732,G:1432,C:264,C:700,G:1565,H:8352",26,"m",3,1,5.13,0,0,0.9,0,0.001,0,"frequency","correct","1",1e-04,1e-04,1e-04,0,0,"high"
"bf2cbe488f1b1197","AABCBDEFGHCAABCHBBAACFGFEDEBEFCFFFFGCGFFGAGCCHHHHHH","A:2066,A:1085,B:1307,C:1410,B:502,D:1241,E:904,F:693,G:4210,H:12483,C:634,A:798,A:650,B:592,C:794,H:11943,B:116,B:8600,A:1180,A:611,C:325,F:809,G:2648,F:50,E:405,D:1003,E:426,B:423,E:360,F:958,C:6776,F:135,F:122,F:1444,F:1141,G:1538,C:473,G:1193,F:3020,F:534,G:3675,A:686,G:719,C:28700,C:648,H:10686,H:346,H:29697,H:278,H:11087,H:4363",27,"f",2,2,4.5,0.02,0.1,0.95,0.5,0.95,0.27,"probability","correct","2",0.1711,0.1711,0.0201,0,-0.930053952120611,"high"
"bf69e90ea133d521","GHHABHCBDC","G:204,H:179,H:4953,A:1977,B:3270,H:2091,C:384,B:598,D:952,C:3007",43,"f",3,3,4.75,0.1,0,0.05,0,0.25,0,"probability","incorrect","1",0.0221,0.0501,0.0221,0.355445452182135,0,"high"
"c1081ff52c39c0d6","DBEAFHFHCFHBD","D:868,B:683,E:2309,A:816,F:3320,H:5078,F:34458,H:9396,C:636,F:3559,H:4717,B:418,D:3283",37,"m",3,1,4,0.05,0,0.85,0,0.2,0,"probability","incorrect","1",0.1831,0.8501,0.1831,0.666781671875793,0,"high"
"c126dac32cb9daa3","HCABBBBBDBBBDBBCHCDD","H:7777,C:1541,A:1578,B:102,B:1052,B:144,B:933,B:102,D:700,B:119,B:293,B:76,D:864,B:148,B:1319,C:932,H:7902,C:225,D:244,D:2900",37,"m",3,1,3.88,0.1,0.1,0.1,0.5,0.5,0.27,"probability","incorrect","2",0.1711,0.5001,0.0221,0.465806845006567,-0.88885773585599,"high"
"c131c5d4fa86fd74","AABBBBBDEFGFBDBAHHHABDEAHHABBDEFCABDDEFABDEFCCFEDBABDEFCHHHCDDEC","A:7256,A:62,B:77,B:261,B:130,B:2515,B:94,D:757,E:769,F:641,G:983,F:145,B:1813,D:4839,B:114,A:12730,H:4418,H:23118,H:1476,A:47,B:30,D:596,E:1307,A:10498,H:3279,H:10693,A:63,B:97,B:313,D:619,E:1235,F:80,C:735,A:113,B:620,D:389,D:549,E:921,F:2881,A:1335,B:165,D:617,E:1045,F:63,C:5278,C:96,F:129,E:179,D:829,B:329,A:820,B:147,D:959,E:1162,F:61,C:2300,H:2895,H:1229,H:3674,C:63,D:25,D:903,E:1123,C:2612",43,"m",2,1,4.25,0.01,0.1,0.01,0.5,0.01,0.27,"frequency","incorrect","2",0.1711,0.1001,0.0101,-0.232815932061782,-1.22892863575846,"high"
"c17ef610e8a88f48","AAABCBDEFGHAABC","A:148,A:2676,A:110,B:1184,C:1443,B:191,D:1674,E:1344,F:2053,G:6908,H:8552,A:95,A:265,B:921,C:5270",71,"m",2,1,4.5,0.2,0,0.95,0,0.05,0,"probability","incorrect","1",0.8261,0.2001,0.8261,-0.615785533526182,0,"high"
"c19b08027067b18f","HHABDHH","H:471,H:10974,A:831,B:1497,D:11054,H:67651,H:2155",37,"f",3,2,3.63,0.05,0,0.8,0,0.4,0,"probability","incorrect","1",0.0951,0.1601,0.0951,0.226210814981886,0,"high"
"c230f1c377c60070","EDDBDDBDBAABCBDEDEFCFGHFEF","E:48,D:299,D:82,B:282,D:256,D:8257,B:615,D:417,B:32,A:333,A:852,B:486,C:1516,B:466,D:466,E:1270,D:399,E:384,F:164,C:737,F:651,G:3326,H:17329,F:66,E:518,F:3882",25,"f",3,3,2.38,0.2,0.1,0.2,0.5,0.2,0.27,"probability","incorrect","2",0.1711,0.5001,0.2001,0.465806845006567,0.0679970790951111,"low"
"c2a7c2dd324188bb","AFHH","A:160,F:10172,H:26652,H:13564",26,"m",3,3,4.75,0.6,0.1,0.4,0.5,0.5,0.27,"frequency","incorrect","2",0.1711,0.5001,0.5451,0.465806845006567,0.503226172486597,"high"
"c3703b9aa27f8f69","HHABCGFGCBAAABCHAABCCHHCFFGGCHCFEHHCBDEBHHCFFCACFHAACHACGFEDDBA","H:422,H:9945,A:3865,B:897,C:1814,G:182,F:465,G:616,C:699,B:1067,A:4465,A:1485,A:281,B:997,C:3549,H:8813,A:35,A:498,B:567,C:365,C:500,H:383,H:865,C:130,F:233,F:734,G:514,G:1450,C:866,H:3014,C:18,F:265,E:650,H:399,H:567,C:268,B:597,D:648,E:1534,B:1896,H:167,H:5402,C:66,F:230,F:932,C:2602,A:643,C:1185,F:1763,H:2448,A:215,A:9266,C:1398,H:9082,A:1714,C:549,G:568,F:948,E:550,D:383,D:599,B:383,A:1186",41,"f",3,1,3.25,0.1,0,0.95,0,0.45,0,"probability","incorrect","1",0.1901,0.1001,0.1901,-0.278548039386124,0,"high"
"c3f106704943e542","ABDFHHHHEBDC","A:2075,B:1147,D:2383,F:240,H:246,H:648,H:407,H:8184,E:132,B:237,D:968,C:2987",40,"f",4,3,3.88,0.6,0.1,0.2,0.5,0.7,0.27,"probability","incorrect","2",0.1711,0.5001,0.3001,0.465806845006567,0.244015985883752,"high"
"c48b26059757d228","EBAABCCGBBAABABABDBDEFCFGCCGCHFEDEFEDEFG","E:39,B:331,A:44,A:1014,B:1234,C:928,C:997,G:1326,B:332,B:929,A:413,A:44,B:926,A:531,B:467,A:482,B:383,D:1453,B:468,D:333,E:862,F:1016,C:492,F:601,G:1214,C:62,C:482,G:463,C:1064,H:13596,F:848,E:158,D:932,E:7345,F:569,E:33,D:472,E:29,F:15,G:612",27,"f",2,1,4.38,0.5,0.1,0.9,0.5,0.45,0.27,"frequency","correct","2",0.1711,0.1711,0.6671,0,0.590940931111483,"high"
"c4e42accc7befb6c","CABDDCAABBAABDEFGCABCEDEFGGCCCHHCEEC","C:134,A:2629,B:541,D:847,D:2782,C:6648,A:882,A:1149,B:374,B:1091,A:316,A:531,B:674,D:664,E:559,F:517,G:829,C:5117,A:817,B:580,C:657,E:102,D:254,E:365,F:299,G:234,G:65,C:10482,C:7733,C:2066,H:4793,H:5283,C:346,E:598,E:231,C:21585",33,"f",2,1,3.5,0.1,0,0.3,0,0.1,0,"frequency","incorrect","1",0.2501,0.5001,0.2501,0.300943162817165,0,"high"
"c57fd4dc5d162120","AABCCDEFGGAEHHABBCCEDEFGABBDEFFGHCBC","A:1314,A:700,B:530,C:496,C:167,D:365,E:99,F:330,G:432,G:4716,A:21533,E:5732,H:243,H:9098,A:634,B:232,B:449,C:301,C:1465,E:167,D:582,E:282,F:299,G:931,A:33,B:281,B:399,D:2165,E:849,F:216,F:598,G:1415,H:10765,C:266,B:598,C:5215",23,"f",2,1,3.75,0.7,0.1,0.3,0.5,0.8,0.27,"frequency","incorrect","2",0.1711,0.5001,0.4671,0.465806845006567,0.436159857746682,"high"
"c5a125db2a42f47b","HBD","H:6858,B:937,D:3708",34,"f",5,2,3.5,0.1,0.1,0.73,0.5,0.05,0.27,"probability","incorrect","2",0.1711,0.5001,0.6191,0.465806845006567,0.558510794471805,"high"
"c6579e4c4a29d915","AABBCEDBDECFGFHBDABHHHHDDEFCHADDEFF","A:5930,A:129,B:696,B:597,C:3010,E:77,D:880,B:766,D:1447,E:1264,C:584,F:989,G:1506,F:4349,H:13168,B:432,D:1550,A:649,B:2247,H:6281,H:2031,H:9329,H:12932,D:249,D:666,E:46,F:4515,C:366,H:6297,A:469,D:362,D:466,E:31,F:382,F:3668",28,"m",3,1,4.5,0.2,0.1,0.9,0.5,0.4,0.27,"frequency","correct","2",0.1711,0.1711,0.3601,0,0.323173111830185,"high"
"c6db97b3bfff5dfc","BAABCCBBABCFGGFEDEHDBBBAABBAABCFGFBDEFGFEBBACBDEDBAAFFEDEFCFEDBHH","B:114,A:5860,A:166,B:366,C:481,C:1083,B:249,B:1380,A:932,B:565,C:400,F:532,G:149,G:732,F:66,E:287,D:1509,E:1165,H:11585,D:833,B:266,B:183,B:481,A:981,A:132,B:214,B:317,A:581,A:466,B:433,C:781,F:382,G:469,F:95,B:2049,D:1812,E:1847,F:667,G:915,F:35,E:2729,B:65,B:2813,A:1281,C:1315,B:2546,D:2329,E:816,D:1032,B:48,A:3728,A:431,F:116,F:1199,E:83,D:466,E:50,F:848,C:1065,F:550,E:100,D:4610,B:466,H:764,H:10224",30,"f",5,2,4.63,0.001,0,0.98,0,0.02,0,"frequency","correct","1",0.0471,0.0471,0.0471,0,0,"high"
"c72eb3e21f5e1c0a","BDECGFGHCEC","B:1116,D:849,E:482,C:617,G:214,F:549,G:1504,H:5008,C:200,E:1001,C:1957",30,"m",3,3,3.88,0.27,0.1,0.27,0.5,0.27,0.27,"probability","incorrect","2",0.1711,0.5001,0.2701,0.465806845006567,0.198274574646351,"high"
"c75c49e4596ba6be","HABCHHBDEHHDBAB","H:5562,A:578,B:863,C:464,H:114,H:3556,B:1015,D:548,E:648,H:264,H:1695,D:533,B:599,A:628,B:7652",28,"m",4,2,4.75,0.05,0,0.25,0,0.75,0,"probability","correct","1",0.0171,0.0171,0.0171,0,0,"high"
"c7c1b0a98498dd0e","ABCDEFGFACBDEFHAAACCBHHHFFEDHHDDEFCH","A:2021,B:1144,C:3296,D:729,E:1922,F:945,G:6427,F:893,A:2172,C:811,B:1042,D:664,E:711,F:1841,H:5162,A:431,A:546,A:461,C:413,C:860,B:594,H:380,H:8253,H:5154,F:180,F:829,E:131,D:2170,H:266,H:1902,D:331,D:976,E:446,F:2504,C:1573,H:5571",33,"f",2,2,3,0.73,0.1,0.65,0.5,0.27,0.27,"probability","incorrect","2",0.1711,0.5001,0.8671,0.465806845006567,0.704819176682285,"mid"
"c80ec269f9db5254","FGHABDEC","F:9500,G:1020,H:8349,A:29,B:850,D:1135,E:46,C:3187",20,"m",3,2,3.88,0.2,0,0.14,0,0.36,0,"probability","incorrect","1",0.0891,0.1401,0.0891,0.1965604312489,0,"high"
"c9d5db6494817b20","BCCEEFEDEFGFGCGHGGFEC","B:497,C:80,C:515,E:521,E:481,F:759,E:26,D:1911,E:666,F:833,G:1576,F:536,G:598,C:1948,G:2200,H:9675,G:2081,G:415,F:63,E:732,C:4017",22,"f",2,2,4.25,0.9,0.1,0.8,0.5,0.8,0.27,"probability","incorrect","2",0.1711,0.5001,0.9001,0.465806845006567,0.721040752160027,"high"
"ca2a63e4b9b9210b","ABCDEDEDEFBCGFHCFEDEC","A:1019,B:942,C:2186,D:925,E:710,D:418,E:1540,D:556,E:621,F:1787,B:353,C:1400,G:758,F:3952,H:6938,C:31,F:50,E:578,D:587,E:16,C:4621",39,"f",4,3,4,0.3,0.1,0.73,0.5,0.4,0.27,"probability","incorrect","2",0.1711,0.5001,0.4391,0.465806845006567,0.409313427563288,"high"
"ca9e52483797a086","ABCBCHHACHAABDBEFCHHABDDC","A:2289,B:1186,C:969,B:5100,C:312,H:6660,H:23404,A:1280,C:2441,H:3347,A:591,A:466,B:75,D:833,B:2441,E:164,F:22025,C:4662,H:263,H:2115,A:841,B:4630,D:366,D:687,C:3438",22,"f",2,1,4,0.001,0,0.5,0,0.01,0,"frequency","incorrect","1",0.0481,0.2501,0.0481,0.715968615356671,0,"high"
"cb47978960d06cfa","AABAH","A:1313,A:794,B:6514,A:3743,H:23645",28,"f",3,2,3.13,0.01,0.1,0.1,0.5,0.9,0.27,"frequency","incorrect","2",0.1711,0.2501,0.0011,0.164863682189402,-2.19185732438288,"high"
"cb895404488e268a","ABCEHGHACBBEDEFGHGFBEFHAABEDEHA","A:1095,B:1032,C:1115,E:5596,H:3494,G:2231,H:22531,A:1714,C:282,B:333,B:682,E:882,D:2583,E:148,F:782,G:2815,H:1365,G:82,F:3298,B:98,E:99,F:3549,H:10514,A:316,A:632,B:416,E:82,D:1082,E:2331,H:2115,A:3566",26,"m",3,5,4.5,0.3,0.1,0.05,0.5,0.05,0.27,"probability","incorrect","2",0.1711,0.5001,0.3001,0.465806845006567,0.244015985883752,"high"
"ccba118471933fcb","AABCBDEFCFGHBDBAHCFEDEC","A:381,A:799,B:933,C:1649,B:216,D:2717,E:2701,F:266,C:598,F:2631,G:3583,H:7969,B:2532,D:866,B:782,A:1583,H:7770,C:349,F:599,E:349,D:566,E:66,C:6756",41,"m",2,1,4,0.05,0.1,0.9,0.5,0.1,0.27,"probability","incorrect","2",0.1711,0.8501,0.3211,0.696220006636389,0.273390296025402,"high"
"cfcc04b9be6ea7e5","AHAHHHHABAAACAABCBBDEFFGGHED","A:4538,H:7309,A:1682,H:734,H:11770,H:597,H:17680,A:514,B:800,A:681,A:82,A:99,C:649,A:747,A:1616,B:1514,C:2183,B:647,B:376,D:4096,E:313,F:782,F:167,G:365,G:867,H:18200,E:416,D:6633",27,"m",3,2,4.75,0.05,0,0.9,0,0.15,0,"frequency","incorrect","1",0.2401,0.0401,0.2401,-0.777247787436845,0,"high"
"d0409bdf7ef1b911","ABDEFGCBHHFEDED","A:80,B:166,D:479,E:584,F:433,G:848,C:416,B:2133,H:11350,H:2881,F:78,E:116,D:1532,E:1534,D:4683",32,"f",4,3,1.88,0.27,0.1,0.9,0.5,0.1,0.27,"probability","incorrect","2",0.1711,0.5001,0.7691,0.465806845006567,0.652732801813873,"low"
"d06421ed90994630","ABDEFGFEDHFACBDEFCCFGBDEFCFGFCFGBDEFCCCFAACFAAFCACFGFCAFAHHGCBFGCGHFBDEDEFGFEBCH","A:1579,B:1430,D:1046,E:1364,F:1817,G:2879,F:49,E:33,D:3398,H:14289,F:364,A:698,C:714,B:3833,D:949,E:1746,F:48,C:532,C:1084,F:999,G:2563,B:548,D:866,E:1480,F:180,C:1248,F:7264,G:2766,F:1816,C:1980,F:4832,G:5516,B:981,D:550,E:7664,F:115,C:131,C:1165,C:253,F:9046,A:6010,A:288,C:616,F:550,A:15366,A:299,F:432,C:4932,A:232,C:750,F:1532,G:632,F:647,C:14598,A:3148,F:512,A:13664,H:1265,H:13715,G:648,C:431,B:699,F:967,G:751,C:1797,G:2482,H:11348,F:398,B:2214,D:1949,E:2498,D:2916,E:98,F:131,G:7615,F:47,E:132,B:531,C:1032,H:5081",34,"m",3,3,4.38,0.3,0.1,0.5,0.5,0.2,0.27,"frequency","incorrect","2",0.1711,0.5001,0.5171,0.465806845006567,0.480324528230969,"high"
"d0efd1c7a18a2378","ABBDHHGFEFGHEBHCFEDEFEDDCEFFGFEDEFGBDE","A:1080,B:1456,B:23,D:1919,H:10855,H:5298,G:606,F:54,E:2240,F:179,G:620,H:2421,E:1140,B:2538,H:3883,C:58,F:618,E:717,D:499,E:80,F:579,E:78,D:20135,D:13731,C:38,E:1004,F:297,F:300,G:459,F:20,E:38,D:162,E:37,F:38,G:2899,B:160,D:684,E:7123",18,"m",3,1,4.75,0.02,0,0.98,0,0.05,0,"probability","incorrect","1",0.2861,0.9501,0.2861,0.521251460286312,0,"high"
"d0fc57d61e5e9867","BDEFGH","B:676,D:460,E:362,F:97,G:1859,H:3858",23,"m",4,3,3.38,0.5,0.1,0.68,0.5,0.45,0.27,"probability","incorrect","2",0.1711,0.5601,0.6021,0.515015563127641,0.546418617666048,"high"
"d100198a4e6f9710","ADDBBAACBDEFGGHCEDHABHCEC","A:3357,D:2189,D:84,B:448,B:634,A:601,A:1418,C:1070,B:885,D:768,E:935,F:583,G:265,G:1502,H:7867,C:131,E:701,D:4280,H:7236,A:153,B:1471,H:13512,C:82,E:466,C:3563",29,"m",3,3,3.63,0.27,0,0.27,0,0.27,0,"probability","incorrect","1",0.2701,0.7301,0.2701,0.431857764253337,0,"high"
"d119272d97ec9731","DBHABDEC","D:1106,B:6483,H:12870,A:50,B:309,D:897,E:582,C:5618",42,"f",3,2,3.75,0.1,0,0.9,0,0.05,0,"probability","incorrect","1",0.6671,0.9001,0.6671,0.130099821048544,0,"high"
"d15099113305df47","BACDEBABDEFGFGCFGH","B:2888,A:1224,C:2593,D:1685,E:3687,B:1836,A:1270,B:3233,D:1293,E:2023,F:1632,G:1581,F:2986,G:1272,C:1231,F:546,G:3373,H:24563",43,"f",2,2,4.25,0.001,0,0.01,0,0.99,0,"frequency","correct","1",1e-04,1e-04,1e-04,0,0,"high"
"d1ed5cb75e84ed31","ABCDEDEFGFGHBDCA","A:1611,B:1333,C:6257,D:1832,E:1600,D:316,E:132,F:865,G:2099,F:8412,G:479,H:19417,B:982,D:484,C:4188,A:4222",35,"f",3,3,3,0.02,0.1,0.85,0.5,0.25,0.27,"frequency","incorrect","2",0.1711,0.0501,0.0651,-0.533412283673855,-0.419669020972908,"mid"
"d228737d97535a19","HHAGFEDEBEFG","H:490,H:6398,A:10822,G:48,F:3073,E:523,D:1248,E:1199,B:2698,E:2149,F:124,G:18974",34,"f",1,1,4.25,0.15,0.1,0.75,0.5,0.3,0.27,"frequency","incorrect","2",0.1711,0.7001,0.3061,0.611910068110846,0.252613320056234,"high"
"d2838939a81f370b","ABDEBAAABCBDEFGFGCCAAHHBAHBABDEFHHEGFEDEDBBEDEBEDEFHHAAABBBDEFCHAABBDEBABBBHABBDBDEBAHCGG","A:278,B:1231,D:532,E:47,B:206,A:339,A:1634,A:224,B:787,C:1763,B:488,D:767,E:669,F:999,G:1764,F:5167,G:7991,C:81,C:62,A:591,A:3820,H:130,H:8761,B:579,A:997,H:1982,B:300,A:704,B:93,D:2434,E:33,F:1208,H:2035,H:944,E:514,G:122,F:271,E:296,D:450,E:816,D:3139,B:76,B:1050,E:684,D:783,E:48,B:1132,E:966,D:1401,E:50,F:2780,H:1494,H:4555,A:64,A:508,A:442,B:114,B:1133,B:34,D:1033,E:2020,F:62,C:883,H:1433,A:28,A:52,B:378,B:283,D:734,E:731,B:201,A:1064,B:792,B:618,B:2353,H:2337,A:128,B:568,B:198,D:2233,B:767,D:502,E:48,B:114,A:5350,H:10965,C:1238,G:2159,G:1632",50,"f",3,1,3.63,0.27,0.1,0.27,0.5,0.73,0.27,"frequency","incorrect","2",0.1711,0.5001,0.1201,0.465806845006567,-0.153707002138194,"high"
"d284de2166089f2b","ABCDEFGHBDBHBCHBHH","A:849,B:1282,C:1215,D:880,E:900,F:581,G:1167,H:4849,B:3314,D:2149,B:3481,H:8500,B:684,C:4882,H:6898,B:2632,H:7999,H:815",46,"m",4,4,4.25,0.01,0.1,0.95,0.5,0.9,0.27,"probability","incorrect","2",0.1711,0.0501,0.0111,-0.533412283673855,-1.18792703075444,"high"
"d69729ba1aef7f74","GEDBBEFGCABEFHHHAABECHCFEDEF","G:11355,E:29,D:743,B:479,B:45,E:483,F:646,G:534,C:746,A:480,B:566,E:57,F:2189,H:7341,H:199,H:6318,A:124,A:104,B:71,E:151,C:457,H:1199,C:78,F:79,E:274,D:782,E:33,F:2853",23,"f",3,3,3.63,0.27,0,0.27,0,0.1,0,"probability","incorrect","1",0.5001,0.2701,0.5001,-0.267532270360217,0,"high"
"d69fba5485c51c63","ABAACGHHHHAHHABDECABCEDBABDECGH","A:446,B:831,A:481,A:1582,C:1531,G:13763,H:141,H:515,H:1032,H:12981,A:4583,H:714,H:6131,A:365,B:299,D:4568,E:914,C:6515,A:1017,B:1283,C:1398,E:101,D:3198,B:382,A:1250,B:132,D:934,E:133,C:1432,G:3682,H:5783",66,"m",4,2,5,0.27,0,1,0,0.27,0,"probability","incorrect","1",0.5781,1.0001,0.5781,0.238040457901747,0,"high"
"d7d17c3c09f7bd38","AABCCEDEFGHABDEDEC","A:7771,A:781,B:1711,C:2492,C:130,E:97,D:6987,E:1478,F:3642,G:6575,H:14420,A:289,B:2893,D:919,E:2110,D:715,E:148,C:20214",52,"f",3,2,3.88,0.01,0.1,0.05,0.5,0.1,0.27,"frequency","incorrect","2",0.1711,0.1001,0.0051,-0.232815932061782,-1.52567983344316,"high"
"d96527e2eadc0397","HFABDECFHGFEDFGHEACBHCBDEFCHGHCEBC","H:15148,F:213,A:1514,B:1443,D:1048,E:3776,C:17,F:4068,H:15510,G:62,F:382,E:865,D:1129,F:648,G:10730,H:6322,E:397,A:830,C:1398,B:4936,H:4178,C:348,B:864,D:465,E:7470,F:19,C:263,H:9882,G:2279,H:16140,C:49,E:315,B:11314,C:1398",62,"f",1,1,4.38,0.02,0,0.01,0,0.01,0,"probability","correct","1",0.0201,0.0201,0.0201,0,0,"high"
"d9867127ef93b9df","AEHAABAACFGDEEACFGCFGH","A:360,E:5163,H:9031,A:445,A:1387,B:1430,A:97,A:600,C:2260,F:846,G:1679,D:1217,E:669,E:1327,A:415,C:952,F:798,G:1346,C:881,F:617,G:8097,H:18763",26,"f",2,1,4.38,0,0,0.9,0,0.003,0,"frequency","correct","1",1e-04,1e-04,1e-04,0,0,"high"
"da46fa13f18831bc","ABCHBDEFGHHABDHBC","A:945,B:709,C:1336,H:2462,B:271,D:506,E:473,F:422,G:641,H:389,H:11882,A:1064,B:1286,D:2287,H:2525,B:676,C:3303",31,"m",3,1,3.88,0.02,0,0.9,0,0.95,0,"probability","correct","1",0.0191,0.0191,0.0191,0,0,"high"
"da961c81f65c8e03","BHAEDBBABDEDEDEBABDEFCAACAHACDBBDEBACCAFGHABDCEDBA","B:3779,H:8774,A:449,E:330,D:768,B:331,B:433,A:450,B:101,D:163,E:732,D:315,E:249,D:232,E:250,B:383,A:1281,B:483,D:350,E:250,F:64,C:548,A:381,A:33,C:6299,A:7359,H:10495,A:1947,C:283,D:1965,B:2631,B:132,D:4682,E:682,B:1098,A:498,C:302,C:2564,A:583,F:333,G:1380,H:4732,A:65,B:234,D:5347,C:249,E:132,D:551,B:382,A:617",21,"f",4,1,3.75,0.01,0.1,0.9,0.5,0.005,0.27,"frequency","incorrect","2",0.1711,0.0501,0.6451,-0.533412283673855,0.576377032352949,"high"
"dae0ecad402822e1","AAABCDEFGGFEDEFGHCFFEDECHBDEFFG","A:2695,A:1848,A:1848,B:582,C:910,D:632,E:599,F:616,G:363,G:233,F:32,E:283,D:515,E:1199,F:833,G:2081,H:16328,C:166,F:268,F:3884,E:47,D:585,E:10298,C:817,H:7598,B:349,D:532,E:66,F:284,F:1397,G:649",20,"m",3,1,3.88,0.1,0.1,0.01,0.5,0.99,0.27,"frequency","incorrect","2",0.1711,0.2901,0.0011,0.229297719261564,-2.19185732438288,"high"
"db4eefe56f25cd60","AAABDECCCCFGCH","A:44,A:383,A:48,B:764,D:712,E:1249,C:75,C:49,C:317,C:61,F:650,G:979,C:2232,H:6686",35,"m",2,1,3.38,0.27,0.1,0.73,0.5,0.3,0.27,"probability","incorrect","2",0.1711,0.5001,0.4741,0.465806845006567,0.442619945777856,"high"
"dbedd85a342e774f","AHHABDBDBBCCGFGFEC","A:1868,H:10777,H:9867,A:81,B:166,D:1137,B:733,D:451,B:48,B:267,C:465,C:516,G:750,F:566,G:499,F:149,E:621,C:7006",29,"m",3,3,3.88,0.27,0.1,0.27,0.5,0.27,0.27,"frequency","incorrect","2",0.1711,0.5001,0.2701,0.465806845006567,0.198274574646351,"high"
"dccece047457f25b","AABCDEBFGGCGCFBEDGHBA","A:1129,A:48,B:930,C:1212,D:1515,E:695,B:1297,F:531,G:565,G:779,C:864,G:1281,C:514,F:1996,B:598,E:601,D:2261,G:116,H:14497,B:1714,A:6659",34,"f",4,1,4.5,0,0.1,0.9,0.5,0.308,0.27,"frequency","incorrect","2",0.1711,0.1001,1e-04,-0.232815932061782,-3.2332500095411,"high"
"de2094941ce74929","AACCBCGHDCABCBC","A:763,A:3841,C:5966,C:512,B:1361,C:1062,G:2932,H:32108,D:1634,C:4121,A:50,B:912,C:1642,B:518,C:4042",42,"f",5,2,4.25,0.02,0.1,0.5,0.5,0.2,0.27,"frequency","incorrect","2",0.1711,0.5001,0.0491,0.465806845006567,-0.542168517418132,"high"
"de8ff7c3dda1ba8c","ABCEDEBHHCFCCGFFEDDEC","A:1018,B:732,C:1217,E:349,D:917,E:4043,B:2392,H:6485,H:4042,C:149,F:918,C:765,C:431,G:1552,F:534,F:482,E:65,D:433,D:1101,E:551,C:4681",33,"m",3,1,3.88,0.001,0,0.2,0,0.8,0,"frequency","correct","1",1e-04,1e-04,1e-04,0,0,"high"
"df6df51c5867a4e7","FEEDDDFAABCCFEDEFEFHGCBCGEDEFGEEAAAHCBBDEFFGG","F:679,E:1499,E:5081,D:2419,D:1264,D:2367,F:231,A:47,A:618,B:897,C:497,C:66,F:97,E:132,D:450,E:99,F:114,E:301,F:1315,H:11926,G:214,C:1716,B:1416,C:1199,G:567,E:748,D:699,E:533,F:1249,G:1598,E:215,E:548,A:1083,A:314,A:5185,H:6484,C:1250,B:1132,B:867,D:1100,E:598,F:232,F:1533,G:265,G:4601",44,"f",5,3,3.38,0.1,0.1,0.1,0.5,0.75,0.27,"probability","incorrect","2",0.1711,0.3001,0.0151,0.244015985883752,-1.05427306224793,"high"
"dffe68ea82b1944c","GFHHAAHCABBCGCGCFCFFEBBEBBDDBEBEBCHCEDDCAAABBDBAACGFBDBEEFFCCGCACBBCG","G:304,F:185,H:227,H:1601,A:200,A:338,H:5616,C:469,A:1960,B:558,B:3386,C:3118,G:2180,C:156,G:683,C:192,F:1233,C:700,F:287,F:1158,E:1869,B:1425,B:77,E:1223,B:287,B:529,D:245,D:1107,B:867,E:1152,B:537,E:2169,B:1683,C:418,H:6013,C:97,E:302,D:794,D:105,C:1207,A:165,A:1579,A:840,B:230,B:462,D:2471,B:81,A:334,A:398,C:7384,G:232,F:38,B:2612,D:1012,B:861,E:238,E:384,F:159,F:623,C:50,C:500,G:688,C:61,A:915,C:389,B:272,B:582,C:417,G:1067",27,"f",2,1,3.5,0.03,0,0.03,0,0.27,0,"frequency","correct","1",0.0031,0.0031,0.0031,0,0,"high"
